car,model,price,body,mileage,engV,engType,PurchaseYear,drive,PurchaseMonth
Skoda,Octavia Scout,14700,vagon,77,1.8,Petrol,2012,full,Apr
Volkswagen,T4 (Transporter) ãðóç,6400,van,312,2.5,Diesel,2000,full,May
Chrysler,300 C,25800,sedan,100,3.5,Gas,2010,rear,Jun
Volkswagen,Jetta,21500,sedan,2,1.6,Diesel,2016,front,Jul
Ford,Sierra,1600,sedan,51,2,Gas,1983,rear,Aug
Chery,Amulet,3300,sedan,79,1.6,Petrol,2007,front,Sep
Rover,200,3200,sedan,130,1.4,Petrol,1988,front,Oct
Renault,Symbol,5400,sedan,96,1.4,Petrol,2007,front,Nov
Peugeot,605,2800,sedan,244,2,Gas,1990,front,Dec
Mercedes-Benz,GL 320,31000,crossover,220,3.2,Diesel,2008,full,Jan
Volkswagen,Caddy ãðóç.,9600,van,148,1.6,Diesel,2011,front,Feb
Nissan,Leaf,17500,hatch,50,0.56,Other,2014,front,Mar
Mazda,6,6700,sedan,240,1.8,Petrol,2004,front,Apr
Toyota,FJ Cruiser,21900,crossover,110,4,Gas,2006,full,May
Skoda,Octavia A5,11999,sedan,80,1.8,Petrol,2012,front,Jun
Daewoo,Lanos,3900,sedan,129,1.5,Petrol,2008,front,Jul
Toyota,Avensis,9300,sedan,107,1.8,Gas,2007,front,Aug
Audi,A6,2600,sedan,160,2.5,Diesel,2002,front,Sep
Mercedes-Benz,GL 500,40500,crossover,54,5.5,Petrol,2011,full,Oct
Renault,Megane,12800,vagon,127,1.5,Diesel,2011,front,Nov
Toyota,Camry,12800,sedan,181,2.4,Petrol,2008,front,Dec
Hyundai,Sonata,9400,sedan,90,2,Petrol,2009,front,Jan
VAZ,2107,1799,sedan,95,1.6,Petrol,2003,rear,Feb
Volkswagen,Scirocco,22500,other,200,2,Petrol,2011,front,Mar
Toyota,Corolla,9500,sedan,125,1.6,Petrol,2009,front,Apr
Kia,Sportage,16300,crossover,100,1.7,Diesel,2012,front,May
Kia,Sportage,6500,crossover,200,2,Petrol,1997,full,Jun
VAZ,2114,5250,hatch,82,1.6,Gas,2012,front,Jul
Nissan,Leaf,18500,hatch,50,0.56,Other,2014,front,Aug
Renault,Kangoo ïàññ.,5700,van,180,1.5,Diesel,2007,front,Sep
BMW,525,2700,sedan,220,2.5,Petrol,2002,rear,Oct
Mercedes-Benz,E-Class,2150,sedan,360,2.9,Diesel,1997,rear,Nov
Hyundai,IX35,15500,crossover,22,2,Petrol,2010,front,Dec
Volkswagen,T5 (Transporter) ïàññ.,9500,van,188,1.9,Diesel,2006,front,Jan
Chevrolet,Aveo,6300,sedan,150,1.52,Gas,2008,front,Feb
Skoda,Fabia,4700,hatch,145,1.2,Gas,2004,front,Mar
Opel,Vectra C,11000,sedan,115,2.2,Petrol,2007,front,Apr
Volkswagen,Tiguan,15850,crossover,98,2,Diesel,2008,full,May
Peugeot,308,7650,other,186,1.6,Diesel,2012,front,Jun
Hyundai,i30,12000,hatch,7,1.4,Petrol,2013,front,Jul
Honda,Civic,9699,hatch,101,1.8,Petrol,2007,front,Aug
Peugeot,308,9500,other,39,1.6,Petrol,2009,front,Sep
Skoda,Octavia A5,12300,sedan,109,1.9,Diesel,2009,front,Oct
Hyundai,i20,7500,hatch,150,1.25,Petrol,2011,front,Nov
Honda,Accord,12400,sedan,152,2,Petrol,2008,front,Dec
Renault,Logan,4999,sedan,140,1.4,Petrol,2011,front,Jan
Toyota,Hiace ïàññ.,3300,van,345,2.4,Diesel,1992,rear,Feb
Hyundai,IX35,16900,crossover,78,2,Petrol,2011,full,Mar
Mitsubishi,Outlander XL,18700,crossover,52,2,Petrol,2013,full,Apr
Audi,A6,25900,sedan,104,2.8,Petrol,2010,full,May
Hyundai,Getz,4600,hatch,140,1.1,Gas,2006,front,Jun
Ford,Focus,15900,hatch,11,1,Petrol,2015,front,Jul
Volkswagen,Bora,4999,sedan,145,2,Petrol,2000,front,Aug
Skoda,Octavia A5,11500,sedan,99,1.6,Petrol,2010,front,Sep
Ford,Scorpio,3200,sedan,190,2.3,Gas,1997,rear,Oct
Volkswagen,Scirocco,20300,other,30,1.4,Petrol,2013,front,Nov
Honda,CR-V,14500,crossover,107,2.4,Gas,2008,full,Dec
Skoda,Octavia Tour,7750,vagon,109,2,Petrol,2001,front,Jan
Mercedes-Benz,ML 350,14200,crossover,210,3.32,Gas,2004,full,Feb
Mitsubishi,Colt,8500,hatch,65,1.3,Petrol,2010,front,Mar
Nissan,Primera,7500,sedan,160,1.6,Petrol,2006,front,Apr
Citroen,C3,10600,hatch,61,1.6,Petrol,2011,front,May
Mitsubishi,Outlander XL,17800,crossover,111,2.4,Petrol,2011,full,Jun
Kia,Picanto,5800,hatch,108,1.12,Diesel,2008,front,Jul
Renault,Symbol,6800,sedan,87,1.4,Petrol,2013,front,Aug
Audi,Q7,51500,crossover,28,3,Diesel,2014,full,Sep
Mercedes-Benz,GLS 400,124000,crossover,180,3,Petrol,2016,full,Oct
Lexus,RX 350,32555,crossover,77,3.5,Petrol,2011,full,Nov
Mercedes-Benz,GLC-Class,58999,crossover,180,2.2,Diesel,2016,full,Dec
Mercedes-Benz,S 500,40500,sedan,108,5.5,Petrol,2010,full,Jan
Porsche,Cayenne,20999,crossover,68,4.8,Petrol,2007,full,Feb
Audi,Q7,81999,crossover,119,2.98,Diesel,2016,full,Mar
BMW,530,8100,sedan,246,3,Diesel,2000,rear,Apr
Geely,Emgrand 7 (EC7),7800,sedan,69,1.8,Petrol,2012,front,May
Toyota,Camry,11300,sedan,260,3.5,Gas,2007,rear,Jun
Nissan,X-Trail,7700,crossover,188,2,Gas,2002,full,Jul
Mercedes-Benz,Sprinter 319 ãðóç.,16500,other,260,2.2,Diesel,2011,rear,Aug
Hyundai,Tucson,9200,other,190,2,Gas,2007,front,Sep
Audi,A6,3150,vagon,320,2.5,Diesel,2002,full,Oct
Mercedes-Benz,ML 400,11700,crossover,284,4,Diesel,2004,full,Nov
ZAZ,1103 Ñëàâóòà,1850,sedan,71,1.2,Petrol,2002,front,Dec
Infiniti,FX 35,15500,crossover,180,3.5,Gas,2005,full,Jan
Skoda,Superb,8500,sedan,185,1.8,Gas,2007,front,Feb
BMW,X1,23900,crossover,60,2,Petrol,2013,rear,Mar
Hyundai,IX35,7499,crossover,100,2,Gas,2011,full,Apr
Toyota,Land Cruiser Prado,29900,crossover,117,3,Diesel,2008,full,May
Acura,MDX,15650,crossover,170,3.7,Petrol,2008,full,Jun
Mitsubishi,Lancer,6666,sedan,162,1.65,Petrol,2007,front,Jul
Infiniti,FX 37,33000,crossover,90,3.7,Petrol,2011,full,Aug
Lexus,LS 460,11100,sedan,215,4.6,Other,2009,rear,Sep
ZAZ,Forza,5700,sedan,8,1.5,Petrol,2014,front,Oct
Land Rover,Range Rover,106000,crossover,9,5,Petrol,2013,full,Nov
Seat,Ibiza,9000,hatch,62,1.4,Petrol,2011,front,Dec
Suzuki,Grand Vitara,9700,crossover,137,2,Petrol,2006,full,Jan
Fiat,Punto,6650,hatch,49,1.4,Petrol,2007,front,Feb
Porsche,Cayenne,38500,crossover,106,3,Diesel,2010,full,Mar
VAZ,2106,800,sedan,156,1.43,Petrol,1985,front,Apr
Lexus,LX 570,153999,crossover,61.5,5.7,Petrol,2016,full,May
Land Rover,Range Rover Sport,41000,crossover,80,5,Petrol,2011,full,Jun
Audi,A5,29999,other,90,3,Petrol,2011,full,Jul
Opel,Vectra C,6999,sedan,158,2.2,Petrol,2004,front,Aug
Geely,MK Cross,6300,hatch,17,1.5,Petrol,2012,front,Sep
Opel,Vivaro ïàññ.,10900,van,186,2,Diesel,2007,front,Oct
Honda,Civic,3300,sedan,329,1.4,Petrol,1996,front,Nov
Toyota,Hilux,43999,other,4,2.8,Diesel,2016,full,Dec
Hyundai,Elantra,13499,sedan,31,1.6,Petrol,2013,front,Jan
Lexus,GX,39900,crossover,69,4.6,Gas,2010,full,Feb
Toyota,Land Cruiser Prado,42900,crossover,51,3,Diesel,2013,full,Mar
Audi,Q7,42900,crossover,140,3,Diesel,2013,full,Apr
Mercedes-Benz,CL 500,8900,other,213,5,Other,1999,rear,May
BMW,X6,34900,crossover,110,4.4,Petrol,2010,full,Jun
Toyota,Land Cruiser 200,61990,crossover,68,4.5,Diesel,2012,full,Jul
Infiniti,QX70,39800,crossover,50,3.7,Petrol,2014,full,Aug
Toyota,Land Cruiser 100,20900,crossover,180,4.7,Gas,2004,full,Sep
BMW,X5,44000,crossover,80,3,Diesel,2012,full,Oct
Porsche,Cayenne,63500,crossover,56,3,Diesel,2013,full,Nov
Daewoo,Lanos,3700,sedan,149,1.5,Petrol,2003,front,Dec
BMW,X5,60500,crossover,1,2,Diesel,2016,full,Jan
Renault,Megane,6555,vagon,180,1.5,Diesel,2005,front,Feb
VAZ,21093,2500,hatch,217,1.5,Petrol,2002,front,Mar
Land Rover,Range Rover,43900,crossover,78,5,Petrol,2011,full,Apr
Volkswagen,Passat B7,17650,sedan,110,1.8,Petrol,2012,front,May
Smart,Fortwo,5000,hatch,102,0.7,Petrol,2005,rear,Jun
Audi,A6,32000,sedan,103,2,Diesel,2013,front,Jul
Opel,Astra G,5400,sedan,156,1.4,Petrol,2006,front,Aug
Volkswagen,Passat B6,10200,sedan,129,2,Petrol,2006,front,Sep
Opel,Vectra B,1899,vagon,259,2,Diesel,2002,front,Oct
Hyundai,Accent,7000,sedan,115,1.5,Diesel,2009,front,Nov
Mercedes-Benz,E-Class,11500,sedan,224,2.6,Gas,2003,rear,Dec
BMW,525,8900,sedan,250,2.5,Petrol,2000,rear,Jan
Chery,Amulet,5800,sedan,110,1.5,Gas,2013,front,Feb
Renault,Megane,11100,vagon,180,1.5,Diesel,2012,front,Mar
VAZ,2111,4600,vagon,133,1.6,Gas,2011,front,Apr
Nissan,Qashqai,13600,crossover,40,1.6,Petrol,2011,front,May
Skoda,Fabia,5300,hatch,129,1.4,Gas,2002,front,Jun
Audi,A4,16700,vagon,131,2,Diesel,2009,front,Jul
Volkswagen,Golf IV,1900,hatch,300,1.9,Diesel,1999,front,Aug
Chevrolet,Malibu,24000,sedan,15,3,Other,2013,front,Sep
Renault,Kangoo ãðóç.,8499,van,120,1.5,Diesel,2014,front,Oct
Mitsubishi,Lancer X,9200,sedan,92,2,Petrol,2010,front,Nov
Volkswagen,Polo,7300,hatch,117,1.4,Petrol,2007,front,Dec
Ford,Transit Connect ïàññ.,10500,van,35,1.8,Diesel,2013,front,Jan
Mercedes-Benz,E-Class,2500,sedan,111,2.3,Gas,1992,rear,Feb
Volkswagen,T5 (Transporter) ïàññ.,12400,other,248,2.5,Diesel,2007,front,Mar
VAZ,21099,2400,sedan,167,1.5,Gas,1997,front,Apr
Audi,A4,6100,sedan,305,1.6,Other,1996,front,May
Skoda,Superb,11900,sedan,210,1.8,Petrol,2008,front,Jun
Smart,Fortwo,5100,other,113,0.7,Petrol,2005,rear,Jul
Mitsubishi,Lancer,6900,sedan,190,1.6,Gas,2007,front,Aug
Volkswagen,Caddy ïàññ.,8700,sedan,270,1.84,Diesel,2009,front,Sep
Mercedes-Benz,E-Class,35500,other,99,2.99,Diesel,2011,rear,Oct
Skoda,Fabia,5300,vagon,200,1.2,Gas,2006,front,Nov
Opel,Omega,5000,vagon,260,2.5,Diesel,1997,rear,Dec
Opel,Vivaro ãðóç.,7800,van,260,2.5,Diesel,2004,front,Jan
Ford,Transit ïàññ.,7000,van,600,2.4,Diesel,2001,rear,Feb
Ford,Kuga,20377.5,crossover,71.5,1.5,Petrol,2016,front,Mar
Chery,QQ,3700,hatch,70,1.1,Petrol,2008,front,Apr
Smart,Fortwo,6750,other,20,1,Petrol,2011,rear,May
Peugeot,RCZ,18000,other,88,1.6,Petrol,2010,front,Jun
Mazda,323,1600,hatch,220,1.5,Petrol,1995,front,Jul
Skoda,Octavia Tour,7300,sedan,167,1.6,Petrol,2007,front,Aug
Mitsubishi,Pajero Wagon,28800,crossover,100,3.2,Diesel,2013,full,Sep
Toyota,Corolla,9800,sedan,123,1.62,Petrol,2008,front,Oct
VAZ,2106,1500,sedan,23,1.3,Petrol,1985,rear,Nov
Nissan,Patrol,12250,crossover,240,3,Diesel,2003,full,Dec
Citroen,C4,7700,hatch,83,1.6,Gas,2008,front,Jan
Toyota,Avalon,15400,sedan,152,3.5,Gas,2007,front,Feb
Opel,Vectra C,8700,sedan,180,2.2,Gas,2006,front,Mar
Hyundai,i30,17500,vagon,3,1.6,Diesel,2014,front,Apr
Renault,Megane,11600,vagon,165,1.5,Diesel,2012,front,May
Volkswagen,Golf VII,4000,hatch,105,2,Other,2013,front,Jun
Opel,Kadett,1400,sedan,430,1.6,Petrol,1987,front,Jul
Peugeot,Expert ïàññ.,6300,van,270,2,Diesel,2005,front,Aug
Mercedes-Benz,E-Class,6100,sedan,300,3.2,Diesel,2004,rear,Sep
Kia,Ceed,7150,hatch,920,1.4,Petrol,2008,front,Oct
VAZ,1119,4200,hatch,57,1.4,Gas,2010,front,Nov
Volkswagen,T5 (Transporter) ïàññ.,10300,other,215,1.9,Other,2007,front,Dec
Chevrolet,Lacetti,6850,vagon,116,1.8,Gas,2006,front,Jan
Hyundai,Accent,6500,sedan,65,1.4,Petrol,2008,front,Feb
ZAZ,Vida,7000,sedan,30,1.5,Petrol,2013,front,Mar
Audi,A3,11115,hatch,150,1.6,Petrol,2008,front,Apr
Volkswagen,T4 (Transporter) ïàññ.,5400,other,314,2.4,Diesel,1993,front,May
Mazda,6,8500,sedan,138,1.8,Gas,2005,front,Jun
Citroen,Nemo ïàññ.,6500,van,127,1.4,Diesel,2008,front,Jul
Toyota,Rav 4,14700,vagon,98,2,Gas,2008,full,Aug
Audi,A4,4800,other,207,2,Petrol,2002,front,Sep
Volkswagen,Golf II,2300,hatch,320,1.6,Gas,1989,front,Oct
VAZ,2110,2800,sedan,153,4.38,Other,2007,front,Nov
Lexus,RX 270,42900,crossover,2,2.7,Petrol,2014,front,Dec
Mercedes-Benz,C-Class,13600,sedan,115,2.04,Petrol,2007,rear,Jan
Mitsubishi,Lancer,7500,sedan,79,1.6,Gas,2008,front,Feb
Audi,A4,3200,vagon,244,2,Other,2006,front,Mar
BMW,520,45000,sedan,29,2,Diesel,2016,rear,Apr
Mercedes-Benz,C-Class,4500,sedan,240,3.2,Other,2005,rear,May
Honda,Accord,20000,sedan,130,2.4,Petrol,2009,front,Jun
Audi,A8,52000,other,124,3,Diesel,2012,full,Jul
Fiat,Scudo ãðóç.,8300,van,149,1.6,Diesel,2012,front,Aug
Volkswagen,Caddy ãðóç.,8950,van,206,1.6,Diesel,2012,front,Sep
Daewoo,Lanos,3800,sedan,140,1.5,Petrol,2007,front,Oct
ËUAZ,969Ì,1500,crossover,31,1.2,Petrol,1987,full,Nov
Skoda,Fabia,5300,vagon,175,1.4,Gas,2002,front,Dec
Kia,Ceed,8300,hatch,93,1.6,Petrol,2008,front,Jan
Nissan,Sunny,1450,hatch,205,2,Diesel,1991,front,Feb
Opel,Vivaro ïàññ.,9600,van,190,2.02,Diesel,2007,front,Mar
Toyota,Rav 4,15500,crossover,130,2,Petrol,2008,full,Apr
VAZ,2115,3400,other,133,1.57,Petrol,2007,front,May
ZAZ,1103 Ñëàâóòà,1250,hatch,1,1.2,Petrol,2004,front,Jun
Mercedes-Benz,Vito ïàññ.,9325,van,300,2.3,Diesel,1996,rear,Jul
Skoda,Superb,23000,sedan,32,2.06,Petrol,2013,front,Aug
Mercedes-Benz,320,17200,sedan,180,3,Diesel,2006,full,Sep
BMW,X5,25000,crossover,130,3,Diesel,2012,full,Oct
Kia,Sorento,21500,crossover,150,2.2,Diesel,2011,front,Nov
Mercedes-Benz,200,1999,sedan,400,2.2,Diesel,2000,front,Dec
Mercedes-Benz,ML 550,27300,crossover,149,5.46,Petrol,2009,full,Jan
Mitsubishi,Pajero Wagon,16950,crossover,135,3,Gas,2008,full,Feb
Renault,Megane,7299,sedan,160,2,Petrol,2007,front,Mar
Seat,Cordoba,8700,sedan,68,2,Petrol,2007,front,Apr
Daewoo,Matiz,3500,hatch,99,0.8,Petrol,2008,front,May
VAZ,2110,4300,other,51,1.6,Petrol,2012,front,Jun
VAZ,2114,4850,other,35,1.6,Petrol,2013,front,Jul
VAZ,2121,4000,crossover,80,1.6,Petrol,2006,full,Aug
Daewoo,Lanos,3300,sedan,176,1.49,Gas,2008,front,Sep
Nissan,Teana,15000,sedan,92,3.5,Petrol,2008,front,Oct
Volkswagen,Golf Plus,13950,hatch,104,1.2,Petrol,2012,front,Nov
Volkswagen,Passat B5,7400,sedan,178,1.8,Gas,2001,front,Dec
Fiat,Scudo ïàññ.,5500,van,240,2,Diesel,2003,front,Jan
VAZ,2109,2200,sedan,45,1.6,Petrol,1992,front,Feb
Mercedes-Benz,Vito ïàññ.,13566,other,171,2.2,Other,2011,rear,Mar
Infiniti,FX 37,42500,crossover,42,3.7,Petrol,2013,full,Apr
Mitsubishi,Pajero Sport,8500,crossover,320,3,Gas,2000,full,May
VAZ,2110,2900,sedan,160,1.6,Petrol,2005,front,Jun
Infiniti,QX70,42500,crossover,42,3.7,Petrol,2013,full,Jul
VAZ,2110,5200,sedan,27,1.6,Petrol,2011,front,Aug
Volkswagen,Passat B5,3000,vagon,275,1.9,Diesel,2001,front,Sep
VAZ,2110,3800,sedan,150,1.6,Petrol,2008,front,Oct
Audi,A6,5300,other,370,1.8,Petrol,1997,front,Nov
Audi,A8,12950,sedan,2,3,Diesel,2015,full,Dec
Mazda,3,8400,sedan,163,2,Gas,2005,front,Jan
Volkswagen,Jetta,1500,sedan,265,1.8,Petrol,1988,front,Feb
Chevrolet,Cruze,11300,sedan,75,1.8,Other,2013,front,Mar
Daewoo,Sens,4900,sedan,25,1.3,Petrol,2014,front,Apr
Seat,Ibiza,7100,hatch,109,2,Petrol,2008,front,May
Subaru,Forester,13700,crossover,85,2.5,Petrol,2008,full,Jun
Mercedes-Benz,E-Class,7300,sedan,245,2.8,Gas,1998,rear,Jul
ZAZ,1103 Ñëàâóòà,2350,sedan,85,1.2,Petrol,2008,front,Aug
Opel,Vectra C,5200,sedan,202,3.2,Petrol,2004,front,Sep
Toyota,Corolla,8900,sedan,154,1.6,Gas,2008,front,Oct
Porsche,Cayenne,19500,crossover,87,4.5,Gas,2006,full,Nov
Daewoo,Lanos,4000,hatch,125,1.5,Petrol,2007,front,Dec
Lexus,RX 300,12500,vagon,127,3,Gas,2002,full,Jan
Opel,Vectra C,6800,sedan,250,3.2,Gas,2004,front,Feb
Opel,Vectra B,5600,hatch,320,2.5,Gas,1997,front,Mar
Toyota,Avensis,6950,sedan,192,2,Petrol,2003,front,Apr
Mercedes-Benz,E-Class,15200,sedan,170,2.8,Gas,2007,full,May
VAZ,2106,3100,sedan,70,1.5,Petrol,1990,rear,Jun
Daewoo,Lanos,4500,sedan,126,1.6,Petrol,2005,front,Jul
Renault,Trafic ãðóç.,10800,van,187,2,Diesel,2012,front,Aug
Peugeot,Expert ïàññ.,6900,van,247,1.6,Diesel,2007,front,Sep
Mercedes-Benz,S 500,22700,sedan,140,5,Petrol,2007,rear,Oct
BMW,520,45500,other,26,2,Diesel,2015,rear,Nov
Skoda,Octavia A5,12800,sedan,160,1.9,Diesel,2010,front,Dec
Volkswagen,Golf III,1199,hatch,250,1.9,Diesel,1994,front,Jan
Chery,Jaggi,4100,sedan,21,1.3,Petrol,2009,front,Feb
Toyota,Auris,11600,hatch,24,1.6,Petrol,2009,front,Mar
Mercedes-Benz,CLA-Class,38500,sedan,56,2.2,Diesel,2014,front,Apr
Audi,80,1852.5,sedan,150,1.8,Petrol,1985,full,May
Dacia,Logan,6600,sedan,9,1.4,Petrol,2008,front,Jun
Land Rover,Freelander,31500,crossover,100,2.2,Diesel,2013,full,Jul
Mazda,6,6999,sedan,195,2,Gas,2005,front,Aug
Volkswagen,Golf VI,11250,other,159,1.4,Petrol,2010,front,Sep
Nissan,Sunny,2300,hatch,1,1.4,Other,1992,front,Oct
Lexus,LS 460,32500,sedan,110,4.6,Petrol,2010,full,Nov
Renault,Kangoo ïàññ.,5100,vagon,156,1.5,Diesel,2006,front,Dec
Skoda,Octavia A5,8499,sedan,132,1.6,Petrol,2005,front,Jan
Peugeot,307,6199,vagon,250,1.6,Petrol,2003,front,Feb
Citroen,C3,5500,hatch,71,1.4,Petrol,2004,front,Mar
VAZ,2110,4450,sedan,138,1.6,Gas,2011,front,Apr
Skoda,Superb,7300,sedan,263,1.8,Gas,2004,front,May
Volkswagen,Golf II,1550,hatch,130,1.3,Petrol,1986,front,Jun
Ford,Scorpio,1900,hatch,350,2,Petrol,1986,rear,Jul
Hyundai,Accent,11300,sedan,40,1.6,Other,2012,front,Aug
Toyota,Venza,22900,crossover,132,2.7,Gas,2012,full,Sep
Daewoo,Sens,3300,sedan,123,1.3,Petrol,2005,rear,Oct
Daewoo,Matiz,4300,sedan,23,8,Petrol,2012,front,Nov
Subaru,Legacy,8800,sedan,203,2.5,Petrol,2005,full,Dec
Volkswagen,Passat B5,7500,sedan,280,1.8,Other,2005,front,Jan
Volkswagen,T4 (Transporter) ïàññ.,9800,van,299,2.5,Diesel,2002,full,Feb
Volkswagen,Golf III,4800,hatch,90,1.9,Diesel,1992,front,Mar
Jaguar,XF,19250,sedan,137,3,Petrol,2009,rear,Apr
Audi,100,3500,sedan,265,2,Diesel,1986,front,May
Nissan,Maxima,4800,sedan,300,2,Petrol,1995,front,Jun
Volkswagen,T4 (Transporter) ïàññ.,7400,van,380,2.5,Diesel,2000,front,Jul
Opel,Astra G,5650,sedan,285,1.6,Petrol,2001,front,Aug
Opel,Combo ïàññ.,5700,van,253,1.7,Diesel,2003,front,Sep
Citroen,Berlingo ïàññ.,12500,van,120,1.6,Diesel,2013,front,Oct
Citroen,Nemo ãðóç.,4600,van,92,1.36,Petrol,2010,front,Nov
Nissan,Pathfinder,9000,crossover,365,3.3,Gas,1999,full,Dec
Daewoo,Sens,3599,sedan,137,1.3,Petrol,2005,front,Jan
Mitsubishi,Lancer,5900,sedan,142,1.6,Gas,2005,front,Feb
Volkswagen,Multivan,17900,van,188,2.5,Diesel,2008,full,Mar
Peugeot,407,7700,sedan,190,2,Gas,2007,front,Apr
Hyundai,Accent,7150,sedan,60,1.4,Petrol,2010,front,May
Skoda,Octavia A5,12900,sedan,91,1.8,Petrol,2012,front,Jun
Nissan,Micra,12500,hatch,7,1.2,Petrol,2015,front,Jul
Toyota,Land Cruiser Prado,21800,crossover,170,4,Gas,2006,full,Aug
Mercedes-Benz,ML 250,30000,crossover,97,2.14,Diesel,2011,full,Sep
Mercedes-Benz,S 55,6500,sedan,215,55,Petrol,2001,rear,Oct
Opel,Vectra C,7950,sedan,180,2.2,Other,2007,front,Nov
ZAZ,1102 Òàâðèÿ,1050,sedan,130,6.38,Gas,2005,front,Dec
Volkswagen,Passat B6,10200,vagon,186,2,Diesel,2005,front,Jan
Lexus,ES 350,17800,sedan,150,3.5,Petrol,2007,front,Feb
Audi,A6,1900,sedan,450,2.5,Diesel,1996,front,Mar
Opel,Omega,4300,sedan,1,2,Gas,1995,rear,Apr
Audi,100,4299,sedan,307,2.8,Gas,1991,full,May
Mercedes-Benz,Vito ãðóç.,14900,van,211,2.2,Other,2012,rear,Jun
Ford,Transit Connect ïàññ.,7000,van,163,1.8,Diesel,2007,front,Jul
Mercedes-Benz,CLS 63 AMG,85000,sedan,36,5.5,Petrol,2014,rear,Aug
Renault,Fluence,12000,sedan,81,2,Petrol,2012,front,Sep
Toyota,Camry,23500,sedan,75,2.5,Gas,2011,front,Oct
Toyota,Camry,14400,sedan,80,2.4,Petrol,2008,front,Nov
Mitsubishi,Lancer X,9200,sedan,115,2,Petrol,2008,front,Dec
Mitsubishi,ASX,19000,crossover,47,2,Petrol,2012,full,Jan
VAZ,2107,2450,sedan,15,1.5,Petrol,2005,rear,Feb
Mercedes-Benz,E-Class,5300,sedan,380,3,Diesel,1995,rear,Mar
Volkswagen,T5 (Transporter) ãðóç,13700,van,222,2,Diesel,2011,front,Apr
Smart,Fortwo,7300,other,165,0.8,Diesel,2007,rear,May
Volkswagen,Jetta,4999,sedan,145,2,Petrol,2000,front,Jun
Volkswagen,Passat B6,4900,vagon,263,2,Diesel,2007,front,Jul
Lexus,RX 300,16500,crossover,215,3,Petrol,2006,full,Aug
Nissan,Micra,10500,hatch,41,1.2,Petrol,2013,front,Sep
Mazda,CX-7,10900,crossover,96,2.3,Petrol,2007,full,Oct
Mercedes-Benz,190,2500,sedan,200,2.3,Gas,1986,rear,Nov
Chevrolet,Lacetti,5800,sedan,170,1.6,Gas,2005,front,Dec
UAZ,Ïàòðèîò,7800,crossover,390,2.7,Gas,2007,full,Jan
VAZ,2107,1500,sedan,93,1.5,Other,2004,rear,Feb
Fiat,500,11300,other,40,1.2,Petrol,2013,front,Mar
VAZ,2108,1700,hatch,115,1.3,Petrol,1990,front,Apr
GAZ,21,15000,sedan,40,2.5,Petrol,1963,rear,May
Volkswagen,T5 (Transporter) ãðóç,13500,van,43,2,Diesel,2014,front,Jun
Volkswagen,Touareg,38000,crossover,189,3,Diesel,2012,full,Jul
Kia,Sorento,22400,crossover,82,2.2,Diesel,2013,full,Aug
Ford,Transit ïàññ.,11000,van,100,2.2,Diesel,2011,front,Sep
Volkswagen,Passat B6,12500,sedan,161,2,Petrol,2006,front,Oct
Mercedes-Benz,GL 350,68600,crossover,69.5,3,Diesel,2016,full,Nov
Volkswagen,Passat B3,3300,vagon,430,1.8,Petrol,1991,front,Dec
Volkswagen,Golf III,1800,vagon,280,1.9,Diesel,1996,front,Jan
Opel,Astra G,6300,sedan,128,1.6,Petrol,2007,front,Feb
BMW,735,9500,sedan,400,3.5,Gas,1999,rear,Mar
Mercedes-Benz,B-Class Electric Drive,29999,hatch,9,3.01,Other,2015,front,Apr
Toyota,Land Cruiser Prado,13500,crossover,126,4,Petrol,2011,full,May
Mercedes-Benz,Sprinter 312 ïàññ.,8500,van,630,2.9,Diesel,1998,front,Jun
BMW,525,14990,sedan,135,2.5,Petrol,2005,full,Jul
Mitsubishi,Lancer X,9900,sedan,55,2,Other,2008,front,Aug
Mercedes-Benz,G 500,30500,crossover,150,5.5,Petrol,2002,full,Sep
Daewoo,Lanos,4290,sedan,220,1.5,Gas,2005,front,Oct
BMW,X5 M,39750,crossover,15,4.39,Petrol,2015,full,Nov
VAZ,2170,3400,sedan,840,1.6,Petrol,2007,front,Dec
Mazda,323,1725,vagon,267,1.7,Diesel,1992,front,Jan
Mazda,3,5900,sedan,158,1.6,Petrol,2004,front,Feb
Toyota,Camry,5800,sedan,200,2.2,Petrol,1999,front,Mar
Opel,Vivaro ïàññ.,10000,other,211,1.9,Diesel,2006,front,Apr
Land Rover,Range Rover Sport,46200,crossover,40,3,Other,2013,full,May
BMW,X5,14000,crossover,164,3,Diesel,2006,full,Jun
Citroen,Berlingo ïàññ.,10900,other,130,1.6,Diesel,2010,front,Jul
Mercedes-Benz,C-Class,22000,sedan,110,1.8,Petrol,2011,rear,Aug
Land Rover,Range Rover,43450,crossover,18,4.4,Diesel,2015,full,Sep
MINI,Cooper,30381,hatch,95,1.5,Petrol,2016,front,Oct
Volkswagen,Golf VI,15200,sedan,185,1.4,Petrol,2011,front,Nov
Mercedes-Benz,GL 350,69500,crossover,84,3,Diesel,2014,full,Dec
Mercedes-Benz,Smart,3800,other,107,0.6,Petrol,2000,rear,Jan
Volkswagen,T4 (Transporter) ïàññ.,6800,van,325,2.5,Diesel,2001,front,Feb
VAZ,2109,1400,hatch,150,1.5,Petrol,1988,front,Mar
Nissan,Micra,10500,hatch,53,1.2,Petrol,2013,front,Apr
Mercedes-Benz,C-Class,47000,sedan,114,1.6,Petrol,2016,rear,May
